Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
"Backend-разработчик PHP (Junior/Middle, Bitrix)",https://hh.ru/vacancy/107878982,Д-проджект,от 130000 до 170000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик 1С:Элемент,https://hh.ru/vacancy/117365978,Bellerage,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Senior PHP developer,https://hh.ru/vacancy/118255248,ВОЛАНТА,не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Senior Ruby on Rails разработчик (SaaS),https://hh.ru/vacancy/109484804,Appbooster,от 300000 RUR,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Senior Java разработчик (Маркетплейс КАСКО),https://hh.ru/vacancy/117769722,Страховая компания Сбербанк страхование,не указана,Более 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Senior Backend developer (C#, .Net)",https://hh.ru/vacancy/115508920,Леста Игры,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Python developer (Bigdata/ML),https://hh.ru/vacancy/117990510,X5 Tech,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0
Team Lead Go,https://hh.ru/vacancy/118520112,VK,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Backend-разработчик (C#),https://hh.ru/vacancy/112599930,"РУСАЛ, Центр подбора персонала",не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tech Lead (Golang),https://hh.ru/vacancy/115333663,Wanted,не указана,Более 6 лет,Да,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Системный аналитик (Цифровой рубль),https://hh.ru/vacancy/112488624,Bell Integrator Регионы,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DevOps engineer,https://hh.ru/vacancy/118513219,Банк ДОМ.РФ,не указана,От 3 до 6 лет,Да,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1
"Старший инженер по автоматизации тестирования, Логистика, Маршрутизация грузопотока",https://hh.ru/vacancy/118508182,Ozon,не указана,Более 6 лет,Нет,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
Администратор проектов,https://hh.ru/vacancy/116905639,Спортивные лотереи,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior node.js developer,https://hh.ru/vacancy/118460423,Софт-Клуб,от 3000 до 4000 USD,Более 6 лет,Да,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Инженер - программист 2 категории Frontend (Vue) (01050-1),https://hh.ru/vacancy/108747455,"Моринформсистема-Агат, Концерн",до 120000 RUR,Нет опыта,Нет,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack-разработчик,https://hh.ru/vacancy/116086822,Генотек,до 250000 RUR,От 3 до 6 лет,Да,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
Senior .NET C# back-end разработчик,https://hh.ru/vacancy/117752843,ОНТАРГЕТ,от 350000 RUR,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Старший разработчик Go, Отдел разработки ядра Банка Ozon",https://hh.ru/vacancy/106503199,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"Ведущий инженер по автоматизации тестирования, Логистика",https://hh.ru/vacancy/117537550,Ozon,не указана,Более 6 лет,Да,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
"Web-разработчик - Fullstack (WP, Bitrix)",https://hh.ru/vacancy/118497817,Fouro,от 110000 до 160000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Data Engineer / Data Platform Architect,https://hh.ru/vacancy/118471602,Social Media Holding,до 350000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Ведущий тестировщик по автотестированию Java,https://hh.ru/vacancy/119177789,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Аналитик Backend разработчик,https://hh.ru/vacancy/118785366,ЛУКОЙЛ,не указана,Более 6 лет,Нет,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Backend-разработчик Bitrix (Битрикс),https://hh.ru/vacancy/118185589,Lab4U - медицинская онлайн-лаборатория,от 210000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Backend Developer (Javascript, Typescript)",https://hh.ru/vacancy/111067000,Performance Group,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Machine Learning Engineer,https://hh.ru/vacancy/118463519,ICVR,до 3000 USD,Более 6 лет,Да,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Team Lead Java,https://hh.ru/vacancy/117911063,GlowByte,не указана,Более 6 лет,Нет,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Java AI Lab,https://hh.ru/vacancy/118986173,HeadHunter,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Team Lead команды разработки (Travel Tech),https://hh.ru/vacancy/117313757,Випсервис,от 250000 до 250000 RUR,От 1 года до 3 лет,Нет,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Разработчик Go, Финансы и организационная модель",https://hh.ru/vacancy/118465553,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
ML Engineer,https://hh.ru/vacancy/118736530,Холдем,не указана,От 3 до 6 лет,Да,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
Разработчик Bitrix24 (программист),https://hh.ru/vacancy/118865597,Хэир Секта,от 200000 до 250000 RUR,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Backend разработчик Java/Kotlin,https://hh.ru/vacancy/108265661,Okko,не указана,Более 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Fullstack QA Engineer (C#),https://hh.ru/vacancy/118710891,Selecty,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Старший инженер по автоматизации тестирования, Golang, Ozon Fresh",https://hh.ru/vacancy/118992849,Ozon,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
Разработчик Backend (Bitrix),https://hh.ru/vacancy/119113788,«ОХК «Уралхим»,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Старший разработчик Go, Команда разработки инструментов операционного департамента, Ozon Банк",https://hh.ru/vacancy/104587792,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"Старший разработчик Kotlin, ML Инфраструктура",https://hh.ru/vacancy/118456950,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Digital Marketing Manager,https://hh.ru/vacancy/116165549,Envista Holdings Corporation,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Автотестировщик бекенда / AQA (Python),https://hh.ru/vacancy/118612060,Холдем,не указана,От 3 до 6 лет,Да,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/110982872,"РОЛЬФ, группа компаний",не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
Backend-разработчик 1С-Битрикс,https://hh.ru/vacancy/118420827,"Рубеж, Группа компаний",не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scala-разработчик в Social,https://hh.ru/vacancy/113286131,2ГИС,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"Специалист по нагрузочному тестированию (JavaScript, k6)",https://hh.ru/vacancy/118237668,Altenar,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Руководитель группы (Автоматизация тестирования API, Python, Ozon Банк)",https://hh.ru/vacancy/118987497,Ozon,не указана,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Web-аналитик,https://hh.ru/vacancy/116030287,Группа компаний Эталон,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Тeam Lead/Архитектор фронтенд-разработки (JavaScript/React/React Native/etc), м. Калужская",https://hh.ru/vacancy/118444399,Инфолоджистикс,не указана,Более 6 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Системный аналитик (Middle),https://hh.ru/vacancy/118736487,"РОЛЬФ, группа компаний",не указана,От 1 года до 3 лет,Да,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
Team Lead (Java),https://hh.ru/vacancy/117454524,«UZUM TECHNOLOGIES»,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RTL Designer (DFT),https://hh.ru/vacancy/99621081,YADRO,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Middle+ системный аналитик (обязательны Kafka, gRPC)",https://hh.ru/vacancy/117834126,Лига Ставок,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Senior QA ( Full-stack, Java)",https://hh.ru/vacancy/119023634,ДэвТим-Групп,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ведущий Kotlin разработчик,https://hh.ru/vacancy/118117681,Делимобиль,не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Senior Backend Developer,https://hh.ru/vacancy/118626275,Говядко Илья Дмитриевич,от 250000 RUR,Более 6 лет,Да,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Team lead PHP,https://hh.ru/vacancy/119132399,"585, Холдинг",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Инфраструктурный разработчик Go ScyllaDB, Платформа баз данных (DBaaS)",https://hh.ru/vacancy/118247281,Ozon,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
"Senior Backend Developer (.net, С#)",https://hh.ru/vacancy/118570583,Ананьева Оксана Васильевна,до 350000 RUR,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Team Lead Backend (Java),https://hh.ru/vacancy/117988410,FunFlow (ООО Мобильные Игровые Решения),от 450000 RUR,Более 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Flutter разработчик в команду CityLens,https://hh.ru/vacancy/117637598,2ГИС,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Principal Engineer,https://hh.ru/vacancy/118520220,Честный знак.рф,не указана,Более 6 лет,Да,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
Разработчик SaaS-системы,https://hh.ru/vacancy/118280747,POPCOM BLOGGERS (ИП Казаков Станислав Николаевич),от 100000 RUR,От 1 года до 3 лет,Да,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
PHP/Go developer (Quality Control),https://hh.ru/vacancy/107114982,Lamoda Tech,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
Специалист по автоматизированному тестированию,https://hh.ru/vacancy/117681681,Рестрим Медиа,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Senior System Analyst,https://hh.ru/vacancy/118130128,Spotware Systems Ltd,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend разработчик Node.js,https://hh.ru/vacancy/118263160,Гринатом,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Senior Backend Engineer,https://hh.ru/vacancy/117566991,FIX,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Fullstack Python/React в команду AI,https://hh.ru/vacancy/118043922,DSSL,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Flutter Developer приложений на Android и IOS,https://hh.ru/vacancy/118686772,КГК,от 180000 до 230000 RUR,Более 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий аналитик (офис),https://hh.ru/vacancy/119087986,ТОП КЕЙС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Java-разработчик в команду гибридных облаков,https://hh.ru/vacancy/118466922,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Tech lead Java-разработчик,https://hh.ru/vacancy/118664041,РТЛабс,не указана,Более 6 лет,Нет,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
Продуктовый / Бизнес-аналитик в команду BI,https://hh.ru/vacancy/118247965,Комита Цифровые Технологии,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Программист 1С.Элемент,https://hh.ru/vacancy/117403758,1С,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Системный аналитик (команда Sber911),https://hh.ru/vacancy/117494449,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Backend-разработчик. 1С-Битрикс. Middle,https://hh.ru/vacancy/118433429,Группа компаний Эталон,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Автотестировщик Java,https://hh.ru/vacancy/118717585,Московская Биржа,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Веб-аналитик/Мобильный аналитик,https://hh.ru/vacancy/118185262,"ЮТэйр, Авиакомпания",не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Системный Архитектор ПО,https://hh.ru/vacancy/118070955,"РОСТ, Группа компаний",не указана,От 3 до 6 лет,Да,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Fullstack разработчик Laravel + Vue,https://hh.ru/vacancy/118072248,IFK Hotel Management,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Backend-разработчик (Nest.js) в Социальную сеть,https://hh.ru/vacancy/118095376,БАЗАР,от 340000 RUR,Более 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Ведущий инженер-конструктор СБИС (Back-End designer),https://hh.ru/vacancy/117250198,БАЙКАЛ ЭЛЕКТРОНИКС,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик бэкенда на Java в Путешествия,https://hh.ru/vacancy/118661307,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Системный аналитик (с опытом в продукте Интернет-магазин),https://hh.ru/vacancy/116208566,Комус,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Python Developer,https://hh.ru/vacancy/117271018,"Hi, Rockits!",от 4000 USD,Более 6 лет,Да,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"Team Lead, Группа разработки программ лояльности, Ozon Банк",https://hh.ru/vacancy/118190456,Ozon,не указана,Более 6 лет,Нет,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Senior PHP Backend Developer,https://hh.ru/vacancy/118462219,Travelata.ru (ООО Травелата),не указана,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Backend-разработчик PHP (Symfony) МБС ГИС МДП,https://hh.ru/vacancy/118902844,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,не указана,От 3 до 6 лет,Да,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
"FullStack разработчик (Vue, Node, React, TS)",https://hh.ru/vacancy/118568445,Медиа Бизнес Солюшенс,не указана,От 3 до 6 лет,Да,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Full-Stack разработчик (Геология),https://hh.ru/vacancy/118690686,Сн Голд Майнинг,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"Аккаунт/Sales-менеджер по продажам IT-конференций, B2B",https://hh.ru/vacancy/118512578,Конференции Олега Бунина,от 200000 до 700000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Team Lead DevOps (AWS),https://hh.ru/vacancy/118872672,Холдем,не указана,Более 6 лет,Да,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
